id,group,outlet,model,era,kind,period,section,is_wire,word_count,text,headline,prompt_version,quantized,truncated
irish_ai:gpt-4.1:p0353,irish_ai,rte,gpt-4.1,2025,chat,post,world,0,356,"At least 61 migrants, including women and children, are believed to have drowned following a shipwreck off the coast of Libya, according to the International Organization for Migration (IOM). The tragedy occurred on Saturday when a vessel carrying around 86 people capsized near the port city of Zuwara, west of Tripoli.

Survivors reported that the boat, described as an overcrowded rubber dinghy, set off in poor weather conditions before encountering rough seas. The IOM said the victims comprised people predominantly from Nigeria, The Gambia and other sub-Saharan African countries. Twenty-five survivors were brought ashore by local authorities, where they remain in need of urgent humanitarian assistance.

The Mediterranean continues to be the world's deadliest migration route, with the IOM estimating that over 2,250 people have lost their lives or gone missing attempting the crossing so far this year. Many departing from Libya hope to reach Italy or Malta, but often face dangerous conditions, including unseaworthy vessels and the risk of interception by Libyan authorities.

Médecins Sans Frontières (MSF) and other humanitarian agencies have reiterated calls for increased search and rescue operations, as well as safe and legal migration pathways. They warn that the lack of coordinated international response is leaving vulnerable people at the mercy of traffickers and perilous journeys.

The incident comes as European leaders continue to debate migration policy, with Italy and several other EU member states seeking to step up cooperation with North African countries to curb departures. The Irish Government has previously pledged support for EU efforts to address the crisis, while Minister for Foreign Affairs Micheál Martin has called for a fair and humane approach to migration management.

In a statement, the IOM called for urgent action to prevent further loss of life, saying: “We must not become numb to such tragedies, which are entirely preventable if states act in solidarity and in line with international law.”

An estimated 45,000 people have attempted the crossing from North Africa to Europe so far in 2024, according to the UN Refugee Agency. The latest disaster adds to mounting concerns about the dangers faced by those seeking safety and a better life in Europe.",61 migrants drown after shipwreck off Libya,irish-register-v3,0,0
irish_ai:gpt-4.1:p0354,irish_ai,rte,gpt-4.1,2025,chat,post,middle-east,0,466,"Israel’s Defence Minister, Yoav Gallant, has said his government is prepared to take “unilateral action” in Gaza if negotiations on a post-war arrangement with international and regional partners fail, raising fresh concerns about possible annexation of parts of the territory.

Speaking during a visit to Israel’s border with Gaza on Wednesday, Mr Gallant stated that if international parties cannot reach agreement on who would control the Palestinian enclave, Israel would consider establishing a “security buffer zone” along the Strip’s border and maintaining direct military control over certain areas.

“We prefer an arrangement with partners, but if that is not possible, we will act independently to ensure Israel’s security interests,” Mr Gallant told reporters. “This could involve establishing buffer zones and eradicating the threat from Hamas for good.”

His comments come amid ongoing discussions involving Israel, the United States, Egypt, and Gulf states, as well as the Palestinian Authority, concerning the governance of Gaza after months of conflict. International reaction to Mr Gallant’s remarks has been swift, with the US State Department reiterating its opposition to any reduction in the size of Gaza or permanent Israeli occupation of the territory.

A spokesperson for the European Union expressed “grave concern” at any suggestion of annexation, warning that unilateral measures could further destabilise the region and undermine prospects for a two-state solution.

Speaking in the Dáil this afternoon, Minister for Foreign Affairs Micheál Martin said any move by Israel to annex areas of Gaza would be “completely unacceptable” to the Irish Government and a violation of international law. He repeated Ireland’s call for “an immediate ceasefire, unimpeded humanitarian access, and a credible political process leading to Palestinian self-determination.”

Since the escalation of violence in October, more than 37,000 Palestinians have been killed in Israeli military operations in Gaza, according to figures from the Gaza Health Ministry. Over one million people have been displaced, with many now living in overcrowded shelters or makeshift camps.

Israel maintains its offensive is aimed at destroying Hamas, which carried out the 7th October attack that killed some 1,200 Israelis and led to the abduction of over 250 hostages. However, international aid agencies, including several Irish NGOs, have warned of a looming famine in parts of Gaza and called for greater protection of civilians and medical facilities.

Negotiations on a possible ceasefire, involving Egypt, Qatar, and the United States, have so far failed to reach a breakthrough. Meanwhile, the United Nations and other international bodies have repeatedly called for the protection of Gaza’s territorial integrity.

Mr Gallant’s remarks, which come as Israel faces growing diplomatic pressure, are likely to increase concerns in European capitals and could complicate efforts to broker an end to the current conflict. The situation remains tense on Israel’s northern border with Lebanon, where exchanges of fire with Hezbollah militants have continued.",Israeli defence minister threatens to annex parts of Gaza,irish-register-v3,0,0
irish_ai:gpt-4.1:p0355,irish_ai,rte,gpt-4.1,2025,chat,post,politics,0,412,"Labour Party leader Ivana Bacik has criticised the Government’s handling of higher education funding, claiming that student budget plans are in “disarray” following the announcement of higher university fees for the next academic year.

Speaking in the Dáil today, Deputy Bacik said the proposed increase in student contribution charges—due to take effect in September—will place further financial strain on families already grappling with rising costs of living. She accused the coalition of failing to fulfil its commitment to easing the burden on students and their families.

“Students around the country are now faced with further uncertainty as they try to plan for the academic year ahead. The Government’s decision to raise fees undermines previous promises to make higher education more accessible,” Deputy Bacik told TDs.

The Department of Further and Higher Education last week confirmed that the student contribution fee for undergraduate courses will rise by €250, bringing the annual charge to €3,500. The department has defended the measure, stating that increased funding is needed to address inflationary pressures and to support the quality of teaching and campus services.

However, Deputy Bacik argued that the move will deter prospective students from lower-income backgrounds and add to the growing problem of student debt. She also referenced ongoing accommodation shortages and the cost of living crisis faced by those attending colleges in Dublin and other cities.

“Many students are already struggling to pay rent and meet day-to-day expenses. Forcing them to shoulder yet another increase in fees is deeply unfair,” she said.

A spokesperson for the Union of Students in Ireland (USI) described the decision as “a step backwards for access to education”, and called on the Government to reconsider. The USI has indicated plans to hold protests in the coming weeks.

Tánaiste Micheál Martin defended the increase during Leaders’ Questions, saying that additional resources are necessary to maintain standards but insisted the Government remains committed to long-term reform of higher education funding. He pointed to recent measures such as the extension of the SUSI grant and additional supports for disadvantaged students.

The Higher Education Authority has warned that Irish universities face a significant funding gap and has lobbied for a sustainable financing model. Meanwhile, opposition TDs have called on Minister for Further and Higher Education Simon Harris to engage with student representatives and explore alternatives to fee hikes.

The Government is expected to face continued pressure on the issue when the Oireachtas resumes its debate on the Education (Student Contributions) Bill next week.",Bacik: Student's budget plans in 'disarray' over fee hike,irish-register-v3,0,0
irish_ai:gpt-4.1:p0356,irish_ai,rte,gpt-4.1,2025,chat,post,newslens,0,502,"Irish marine scientists have identified microplastics in the breath exhaled by dolphins off the coast of west Cork, marking the first such discovery in these waters. The findings, published today by the Marine Institute and University College Cork (UCC), raise renewed concerns about the extent of plastic contamination along Ireland’s coastline and its potential impact on marine mammals.

Researchers working with the Irish Whale and Dolphin Group (IWDG) conducted a series of boat-based surveys in Roaringwater Bay, County Cork, where they collected exhaled breath samples — known as “blow” — from bottlenose dolphins using a custom device. The analysis detected microscopic fragments of plastics in over 65% of the samples.

Dr Simon Berrow, lead researcher and lecturer at the Atlantic Technological University, said the results were “deeply concerning” and highlighted that dolphins could be inhaling or ingesting microplastics both through the water they swim in and the air they breathe at the surface.

“This research shows that microplastics are entering dolphins’ bodies not just through their food, but from the very air above our waters. We have long known that marine mammals are threatened by larger pieces of plastic, but this study confirms that the smallest fragments are now an immediate hazard,” Dr Berrow said.

Microplastics are pieces of plastic less than five millimetres in length, often resulting from the breakdown of larger debris or from microbeads found in cosmetics and cleaning products. These particles have been found throughout Ireland’s marine environment, from remote beaches to deep sea sediments, but this is the first time they have been identified inside wild dolphins’ respiratory systems here.

Dr Amy Lusher, a microplastics specialist at the Marine Institute, said that while the health risks to dolphins are still being studied, microplastics can carry toxic chemicals and pathogens, potentially leading to respiratory and immune issues. “The presence of microplastics in dolphin blow raises serious questions about the long-term health implications for these animals, many of which are already facing pressure from other human activities,” Dr Lusher said.

Ireland is home to several resident populations of bottlenose and common dolphins, with the Shannon Estuary designated as a Special Area of Conservation for the species. The discovery has prompted calls from conservation groups for more stringent regulation of plastics entering the marine environment and for expanded monitoring by the Environmental Protection Agency (EPA) and the Department of Housing, Local Government and Heritage.

Responding to the findings, a spokesperson for the Department said the Government would “consider the latest scientific evidence as part of its ongoing Marine Strategy Framework Directive obligations” and stressed its commitment to reduce single-use plastics nationally.

The research team is now extending its study to include samples from Galway Bay and the Irish Sea, where microplastic levels may differ. They also plan to examine possible links between microplastic exposure and dolphin health outcomes.

The findings come just days before World Oceans Day, with campaigners urging stronger government action to tackle marine plastic pollution, warning that “Ireland’s unique marine life is quite literally struggling to breathe.”",Microplastics discovered in dolphin breath,irish-register-v3,0,0
irish_ai:gpt-4.1:p0357,irish_ai,rte,gpt-4.1,2025,chat,post,ulster,0,425,"Donegal county councillors have voted unanimously to support calls for a public inquiry into the Creeslough explosion, which claimed the lives of ten people in October 2022. The motion, proposed at a full meeting of Donegal County Council this afternoon, urges the Government to establish an immediate, independent public inquiry into the circumstances leading to the tragedy at the Applegreen service station.

Councillors from across party lines spoke in favour of the motion, with many highlighting the continued anguish experienced by the Creeslough community and bereaved families. Cllr Michael McClafferty (FG), who tabled the motion, said a public inquiry was “the only way to ensure transparency and accountability”, praising the dignity and resilience shown by those affected.

The motion follows a renewed campaign by victims’ families, supported by local clergy and community groups, who argue that the ongoing Garda investigation—now in its 20th month—has yet to provide answers. Representatives for the families have said they are frustrated at the lack of detailed information, and have called on Taoiseach Simon Harris to meet with them directly.

Cllr Marie Therese Gallagher (SF) told the chamber that the pain in Creeslough was “as raw as ever”, and that the demand for an inquiry was about justice and closure, not blame. She added: “People need to know what happened, and need to know everything was done to prevent such a tragedy.”

The Mayor of Donegal, Cllr Liam Blaney, echoed these concerns, saying that a public inquiry would not only examine the cause of the explosion but would also scrutinise regulatory practices and emergency responses.

In a statement, Donegal County Council said it would write to the Minister for Justice, Helen McEntee, and the Taoiseach, conveying the Council’s position and seeking an urgent response from the Government.

To date, investigations are being led by Gardaí, supported by the Health and Safety Authority and a team of specialist engineers. The findings have not yet been made public, and no timeframe has been given for the completion of the criminal probe.

Minister McEntee has previously indicated she would await the outcome of the Garda investigation before considering further steps. However, pressure has mounted in recent weeks, with TDs from Donegal raising the matter in the Dáil and calling for a comprehensive, independent process.

Locals in Creeslough have said they welcome the Council's support, but remain determined to press their case with Government. Family members gathered at the council offices in Lifford today to show their gratitude for the motion and said they hoped it would mark a turning point in their campaign.",Donegal councillors back Creeslough public inquiry,irish-register-v3,0,0
irish_ai:gpt-4.1:p0358,irish_ai,rte,gpt-4.1,2025,chat,post,regional,0,261,"Gardaí in Co Mayo are appealing for witnesses following the death of a man in his forties in Ballina on Tuesday evening. Emergency services were alerted to the scene on Barrett Street at approximately 8:30pm, where the man was discovered with serious injuries. He was treated by paramedics and taken to Mayo University Hospital but was later pronounced dead.

The area was sealed off overnight to allow for a technical examination by Garda forensic teams. Gardaí have confirmed that the State Pathologist has been notified and a post-mortem examination is expected to be carried out later today. The results of the post-mortem will determine the course of the Garda investigation.

Local sources have indicated that the man, who was originally from the area, may have sustained his injuries in a serious assault. Gardaí, however, have not commented on the nature of the incident and are keeping an open mind as they examine all circumstances surrounding the death.

Speaking this morning, Superintendent Pat Diskin of Ballina Garda Station said: “We are appealing to anyone who may have been in the Barrett Street or Lord Edward Street area between 8pm and 9pm on Tuesday evening, or who may have dashcam or CCTV footage, to come forward.”

Local representatives have expressed shock at the incident, with Mayo County Council cathaoirleach Gerard McHale extending his condolences to the family and urging anyone with information to assist the Gardaí in their enquiries.

Gardaí can be contacted at Ballina Garda Station on 096 20560, the Garda Confidential Line on 1800 666 111, or at any Garda station.",Gardaí appeal for witnesses following death of man,irish-register-v3,0,0
irish_ai:gpt-4.1:p0359,irish_ai,rte,gpt-4.1,2025,chat,post,politics,0,479,"With just days to go before voters across Ireland cast their ballots in the European Parliament elections, candidates from all parties are intensifying efforts to secure support in what is shaping up to be one of the most hotly contested races in recent memory. Campaign teams have fanned out across constituencies, canvassing door to door, attending local events, and stepping up their presence on social media in a final push to shore up undecided voters.

The main parties — Fianna Fáil, Fine Gael, Sinn Féin, Labour, and the Green Party — are joined by a record number of Independents and smaller groupings, making for a crowded field in each of the three constituencies: Dublin, Midlands–North-West, and South. Polls suggest that while incumbents enjoy some advantage, several seats remain too close to call, with the potential for shock results as transfers are distributed on counting day.

In Dublin, the contest has been described as “fluid” by party sources, with Sinn Féin’s Lynn Boylan hoping to reclaim a seat lost in 2019, while Fine Gael’s Regina Doherty and Labour’s Aodhán Ó Ríordáin compete with a strong showing from Independents Clare Daly and Ciarán Cuffe of the Greens. Social Democrats candidate Sinéad Gibney has also reported growing momentum during the final days of canvassing.

Tensions have surfaced as rival campaigns accuse each other of negative tactics and misinformation, particularly over issues such as housing policy, EU migration proposals, and the Government’s climate targets. Several candidates have faced confrontations at public meetings, while Gardaí have increased patrols at larger events amid concerns over security.

In Midlands–North-West, an extensive area spanning from Donegal to Laois, the ballot paper features 27 names, including sitting MEPs Luke ‘Ming’ Flanagan and Maria Walsh. Sinn Féin’s Michelle Gildernew is seeking to make gains, while Fianna Fáil’s Barry Cowen and Fine Gael councillor Nina Carberry are attempting to appeal beyond traditional party bases. Recent polls indicate that transfers will prove critical given the fragmented field.

The South constituency likewise remains unpredictable, with sitting MEPs Sean Kelly (Fine Gael) and Billy Kelleher (Fianna Fáil) under pressure from challengers including Sinn Féin’s Kathleen Funchion and Green Party councillor Grace O’Sullivan. Farmers’ concerns over CAP reforms and nitrates derogations have featured prominently, while cost-of-living and rural connectivity issues dominate doorstep conversations.

Turnout is expected to be pivotal amid fears of voter apathy, with several candidates urging the public to “make their voices heard” on Friday. The outcome will not only determine Ireland’s 14 seats in the next European Parliament, but is widely seen as a bellwether for the next general election, with party leaders closely monitoring the performance of their candidates.

Counting is due to begin on Saturday, with results expected to emerge over the weekend and early next week. The returning officers have urged patience, warning that the large number of candidates and lengthy ballot papers may delay the final declarations.",Candidates jostle for position ahead of Euro Parl vote,irish-register-v3,0,0
irish_ai:gpt-4.1:p0360,irish_ai,rte,gpt-4.1,2025,chat,post,ireland,0,331,"A new May temperature record has been set at Shannon Airport, where the mercury soared to 28.6 degrees Celsius on Monday afternoon, according to Met Éireann. The previous May high for the site was 27.9 degrees, recorded on 29 May 2017.

The national forecaster confirmed that Shannon’s reading is also the highest temperature recorded anywhere in Ireland for the month of May since reliable records began. The previous national May record was 28.4C, set in Ardfert, Co Kerry, in 1997.

The unusually warm weather has been attributed to a high-pressure system drawing up air from southern Europe and North Africa, resulting in clear skies and sustained sunshine across much of the country.

Large crowds flocked to beaches and parks across Munster and the west, with Gardaí warning of heavy traffic and urging caution on the roads. Emergency services responded to several incidents involving swimmers and sun-seekers, prompting renewed appeals for water safety.

Met Éireann has issued a Yellow High Temperature warning for Clare, Limerick, Galway, and surrounding counties, advising the public to take extra care during outdoor activities and to stay hydrated, particularly the elderly and young children.

The Health Service Executive has reminded people to take steps to avoid sunburn and heat exhaustion, including staying in the shade during peak afternoon hours and using high-factor sunscreen.

While temperatures are expected to dip slightly later in the week, forecasters say the warm spell will persist, with daytime highs in the mid-twenties likely through Thursday. Provisional data will be reviewed by Met Éireann to confirm the record but officials say the reading at Shannon is unlikely to be surpassed this month.

Minister for the Environment Eamon Ryan said the record-breaking temperature “is a stark reminder of the impacts of climate change in Ireland”, adding that the Government remains committed to delivering on its climate targets.

A decision on potential restrictions to water supplies will be made if the dry spell continues, Irish Water has said, but no immediate issues have been reported.","28.6C reached at Shannon, breaking May temperature record",irish-register-v3,0,0
irish_ai:gpt-4.1:p0361,irish_ai,rte,gpt-4.1,2025,chat,post,ireland,0,426,"The use of Bloody Sunday footage in a new Conservative Party campaign video has been condemned as “disgusting” by relatives of those killed and by political representatives in the North.

The British Conservative Party launched an online advert on Tuesday which, among other historic events, showed a clip from the 1972 massacre in Derry, when British soldiers shot dead 13 civil rights marchers and injured many more. A fourteenth victim later died as a result of injuries sustained that day.

John Kelly, whose 17-year-old brother Michael was killed on Bloody Sunday, told RTÉ News that the Tories’ use of the footage was “shameless and deeply disrespectful”, adding that it “reopens wounds for families who are still seeking justice more than half a century on”.

The short video was published on the official social media accounts of the Conservative Party ahead of the British general election, scheduled for 4 July. The footage also features reference to the 1984 Brighton bombing by the IRA and other historic incidents.

SDLP leader Colum Eastwood said the inclusion of Bloody Sunday was “utterly crass” and demonstrated that the Conservative Party was “willing to use the blood of Irish citizens for electioneering ends”. Sinn Féin Vice President Michelle O’Neill called on the party to withdraw the advert immediately and apologise to those affected.

The Taoiseach, Simon Harris, speaking in Dublin, described the inclusion of Bloody Sunday footage as “deeply insensitive”, urging respect for the memory of those who lost their lives and their families. He said the Irish Government had raised its concerns through diplomatic channels.

Mayor of Derry City and Strabane District Council, Patricia Logue, called the video “profoundly hurtful” and said it would only increase the hurt and anger still felt in Derry and across the North.

Amnesty International’s Northern Ireland Programme Director Grainne Teggart also criticised the Tories, stating: “Electioneering should never come at the expense of victims or their families, particularly in the case of unresolved historic injustices.”

The Conservative Party declined to comment when contacted by RTÉ News on Wednesday, but a source pointed to the party's “longstanding commitment to national security”.

The full findings of the 2010 Saville Inquiry into Bloody Sunday found all of those shot dead were unarmed, and that the killings were “unjustified and unjustifiable”. The British Government issued a formal apology in the House of Commons following the publication of the report.

Families of those killed have called for the campaign material to be removed and for an apology from the Conservative Party leadership. As of Wednesday evening, the video remained online.",Tories' use of Bloody Sunday footage 'disgusting',irish-register-v3,0,0
irish_ai:gpt-4.1:p0362,irish_ai,rte,gpt-4.1,2025,chat,post,world,0,329,"Thirty dogs have been rescued from a private residence in England following the discovery of their owner’s body, local authorities have confirmed.

The animals were found in “distressing conditions” at the property in the rural Lincolnshire area after police responded to reports of concern for the welfare of a woman in her 60s. Officers from Lincolnshire Police attended the scene on Monday morning, where they subsequently discovered the woman’s remains.

The deceased has not yet been formally identified, but next of kin have been informed. The death is not being treated as suspicious, police said.

Animal welfare officers were called in to assist, with the RSPCA leading the rescue operation. The charity stated that the dogs, a mixed group of breeds, were found living in cramped and unsanitary conditions. Veterinary checks are ongoing, but initial reports indicate many of the dogs are undernourished and suffering from neglect.

In a statement, a spokesperson for Lincolnshire Police said: ""We are working closely with the RSPCA to ensure the animals receive the care they require. An investigation into the circumstances surrounding both the woman’s death and the condition of the dogs is underway.""

Local residents expressed shock at the discovery, noting that the property had been the subject of complaints in the past due to noise and concerns about animal welfare. Council officials are now liaising with the RSPCA to assess whether further action will be taken regarding animal welfare standards in the area.

The dogs have been taken to a number of animal rescue centres in the region, where they will undergo further assessment and rehabilitation. The RSPCA has appealed for donations to help with the cost of veterinary treatment and rehoming the animals once they are ready.

It is understood that the local authority is reviewing procedures relating to the monitoring of private homes where a large number of animals are kept. A report will be prepared for the coroner as part of the formal inquiry into the woman’s death.",30 dogs rescued from home in UK after owner found dead,irish-register-v3,0,0
irish_ai:gpt-4.1:p0363,irish_ai,rte,gpt-4.1,2025,chat,post,world,0,306,"James Watson, the American scientist renowned for his role in uncovering the structure of DNA, has died at the age of 97, his family has confirmed. Watson, who shared the Nobel Prize in Physiology or Medicine in 1962 with Francis Crick and Maurice Wilkins, was widely regarded as one of the most influential biologists of the 20th century.

His discovery, alongside Crick in 1953, of the double-helix structure of DNA revolutionised biological sciences and paved the way for advances in genetics, medicine, and biotechnology. The team’s findings, published in the journal Nature, built on the work of Rosalind Franklin, whose X-ray diffraction images of DNA were critical in identifying its structure.

Born in Chicago in 1928, Watson pursued his studies at the University of Chicago and later at Indiana University, before moving to the University of Cambridge, where he met Crick. Their collaboration, while groundbreaking, was later the subject of controversy regarding the recognition of Franklin's contributions.

Watson went on to lead the Human Genome Project during its early phases and served as director and later president of Cold Spring Harbor Laboratory in New York. However, his reputation was marred in later years by a series of remarks widely condemned as racist and sexist, leading to his removal from public roles and honours.

Despite the controversies, Watson’s scientific achievements left an indelible mark on genetics and molecular biology. Tributes have poured in from leading scientific institutions and colleagues, reflecting on both the magnitude of his contributions and the debates his career provoked.

Irish academics have acknowledged the importance of Watson’s discoveries for medical research in Ireland and globally, noting that the understanding of DNA has underpinned advances in genetics, forensic science, and numerous HSE programmes targeting genetic disorders.

The family have said that funeral arrangements will be private. Watson is survived by his sons and grandchildren.",DNA pioneer James Watson dies aged 97,irish-register-v3,0,0
irish_ai:gpt-4.1:p0364,irish_ai,rte,gpt-4.1,2025,chat,post,politics,0,418,"Over half of homeowners whose properties were repaired under the Government’s defective concrete blocks scheme have reported that further remedial works are required, according to new figures presented to the Oireachtas Housing Committee.

The scheme, which was established in response to the mica and pyrite scandals, has seen more than 2,600 applications approved to date, primarily in counties Donegal and Mayo. However, correspondence received by the Department of Housing indicates that many homes that underwent initial repairs continue to show signs of cracking and structural deterioration.

A review commissioned by the Department and published today found that 53% of homes that availed of the initial Stage 1 grant for remedial works have since reported the need for additional intervention. Structural engineers cited ongoing exposure to defective blocks, incomplete removal of compromised material, and, in some cases, substandard repair techniques as contributing factors.

Speaking after the committee’s session, Minister for Housing Darragh O’Brien said the findings were “deeply concerning” and acknowledged the “continuing distress” faced by affected families. “Every homeowner who relies on this scheme expects the repair to be permanent and comprehensive,” he said. “We are engaging with local authorities and contractors to ensure lessons are learned and standards improved.”

Representatives from the Mica Action Group and the Donegal Defective Blocks campaign criticised what they described as “piecemeal approaches” to remediation, claiming that partial repairs favour cost-saving over certainty for homeowners. “It’s not enough to patch up walls and hope for the best,” said Lisa Hone, chair of the Mica Action Group. “Families need homes they can trust.”

The Department has committed to an urgent review of inspection and certification processes, and is considering the establishment of an independent quality assurance body. Homeowners affected by the need for repeat works expressed frustration, with several telling RTÉ News they fear for the long-term value and safety of their homes.

The State has already allocated over €200 million to the redress scheme, with the Tánaiste Micheál Martin stating in the Dáil last week that “no affected family will be left behind.” Opposition TDs including Sinn Féin’s Eoin Ó Broin have called for a full public inquiry and guaranteed 100% redress.

A spokesperson for the Construction Industry Federation said it was essential that new building control regulations, currently under consultation, be enforced robustly to prevent recurrence of the crisis.

The Department is due to report back to the Oireachtas Committee in early September on its proposed reforms, amid growing calls for greater oversight and support for affected homeowners across the northwest.",Half of homes in defective blocks scheme need more work,irish-register-v3,0,0
irish_ai:gpt-4.1:p0365,irish_ai,rte,gpt-4.1,2025,chat,post,2022-in-review,0,463,"At a time when many families were facing the toughest of challenges, Cian’s Kennels continued to bring comfort and companionship to children and young people receiving hospital treatment by reuniting them with their beloved pets. The Longford-based charity, established in memory of 15-year-old Cian Neary who died of cancer in 2019, experienced a year of growth and impact in 2022, expanding its unique service to more hospitals and families around the country.

Cian’s parents, Evelyn and Enda Neary, launched the organisation after witnessing first-hand the difference their family dog, Cooper, made to Cian’s spirits during his treatments at CHI Crumlin. Since its foundation, the service has offered safe kennelling, transportation and visits for pets of sick children, allowing families to focus on treatment and recovery while keeping the bond between child and animal intact.

The charity’s work reached new milestones in 2022, with nearly 100 families across Ireland availing of the service over the year. Demand increased as word spread among paediatric units, oncology teams and social workers, with referrals coming from hospitals in Dublin, Cork, Limerick, Galway and Waterford. Coordinating with hospital staff and veterinary partners, the team ensures that each pet’s health and welfare are prioritised, with vaccination and hygiene protocols in place so visits can proceed safely.

For families navigating lengthy or repeated hospital stays, seeing a treasured pet can provide vital emotional support. Parents describe moments of “pure joy” and “renewed strength” when children are surprised by a visit from their dog or cat. Speaking to RTÉ News, Evelyn Neary said, “We see children light up the minute they spot their pet coming down the corridor or into the grounds. It really means the world to them and gives them a boost in their recovery.”

Cian’s Kennels also provides logistical support, collecting animals from homes across the country, caring for them at their facility in Ballymahon, and arranging scheduled visits to hospital campuses where permitted. In 2022, the charity worked closely with CHI at Crumlin and Tallaght, as well as University Hospital Limerick, with hopes to expand further in 2023.

The organisation relies on donations, grant aid and the commitment of volunteers, and has seen a groundswell of community support, particularly in Longford, where Cian’s legacy continues to inspire fundraisers and awareness campaigns. The HSE, hospital trusts and local authorities have commended the project’s innovative approach to holistic paediatric care.

Looking to the future, Cian’s Kennels aims to establish a network of designated pet-friendly visiting areas at major children’s hospitals and to develop guidelines for similar schemes nationally. As families reflect on a year of difficult journeys, many credit the charity with making the “unbearable that bit more bearable,” ensuring that no child has to face a hospital stay without the comfort of their loyal companion by their side.",Cian's Kennels reunites sick children with their pets,irish-register-v3,0,0
irish_ai:gpt-4.1:p0366,irish_ai,rte,gpt-4.1,2025,chat,post,regional,0,352,"The National Lottery has issued an urgent appeal to Lotto players in Co Mayo to check their tickets, as a €1 million prize from a draw held earlier this year remains unclaimed.

The winning ticket, which was purchased in a shop in Ballina, matched the numbers for the Lotto Plus 1 top prize in the draw on 17 March. However, despite repeated notifications, the holder of the ticket has yet to come forward. The deadline to claim the life-changing sum is approaching fast, with only two weeks left before the prize must be forfeited under the rules of the game.

A spokesperson for the National Lottery urged anyone who bought a ticket for the St Patrick’s Day draw in Ballina or the surrounding areas to search their homes, cars, and wallets to ensure they have not misplaced the valuable slip. “We are reminding players that the ticket was purchased in a busy retail premises in Ballina ahead of the St Patrick’s Day celebrations. There’s a genuine possibility that the winner may not realise they are in possession of this €1 million ticket. We are appealing to the public to check old coat pockets, handbags, and even under car seats.”

If the prize is not claimed before the deadline of 15 June, the money will be returned to the National Lottery’s unclaimed prize fund, to be distributed for future draws and National Lottery good cause projects across Ireland.

The winner is advised to sign the back of the ticket and contact the National Lottery offices in Dublin as soon as possible. They will need to make arrangements to present the winning ticket in person and to confirm their identity in line with Lottery procedures.

Retailers in Ballina say the story has created excitement and speculation in the area. “Everyone is hoping the winner steps forward soon. It would be a great boost for Ballina,” said one local shopkeeper.

The National Lottery is reminding all players to play responsibly and to keep their tickets safe at all times. Anyone with queries can contact the Lotto claims team on 1800 666 222 or by email.",Appeal to find winner of unclaimed €1m Lotto prize,irish-register-v3,0,0
irish_ai:gpt-4.1:p0367,irish_ai,rte,gpt-4.1,2025,chat,post,ireland,0,464,"There is growing concern among advocacy groups and politicians over the continuing rise in the number of children experiencing homelessness across the State. The latest figures from the Department of Housing show there were 4,206 children in emergency accommodation at the end of April, the highest monthly total recorded to date.

Focus Ireland described the trend as “deeply alarming” and called for the urgent implementation of measures to prevent families from losing their homes. The charity said that the rate at which children are entering homelessness is outpacing efforts to secure long-term accommodation, leaving many facing months or even years in hotels and family hubs.

Social Democrats TD Cian O’Callaghan said the Government’s response to the crisis lacked urgency and clarity, adding that the ongoing reliance on emergency accommodation was “utterly unacceptable”. Sinn Féin’s spokesperson on Housing, Eoin Ó Broin, called for a renewed focus on prevention, including an expansion of the tenant-in-situ scheme to keep more families in their current homes.

The Simon Communities of Ireland echoed these calls, noting that the latest statistics follow the expiration of the winter eviction ban at the end of March. They warned that deteriorating rental supply and rising rents would further increase the flow of families into homelessness unless additional safeguards are put in place.

The Department of Housing has said that work is ongoing to increase the supply of social and affordable homes, with more than 2,000 such units delivered in the first quarter of 2024. A spokesperson acknowledged the “particular vulnerability of children experiencing homelessness” and pointed to expanded supports for families at risk, including the Homeless HAP place finder services.

The Ombudsman for Children, Dr Niall Muldoon, reiterated his call for the Government to adopt a rights-based approach to housing children and families, stating that the increased numbers in emergency accommodation “represent a failure of the system to protect children’s welfare and development”. 

Meanwhile, school principals and teachers have reported an increase in the number of children struggling with attendance, concentration, and wellbeing, as a result of instability linked to homelessness.

The Tánaiste, Micheál Martin, speaking in the Dáil, said the housing crisis remained the Government’s top priority and that targeted measures to assist families in urgent need would be outlined in the coming weeks. However, opposition parties said that repeated promises had failed to deliver an end to what they described as a national emergency.

The Department of Children, Equality, Disability, Integration and Youth confirmed that it is working closely with the HSE and local authorities to provide additional support and services to homeless families, but acknowledged that the impact on children remains significant and far-reaching.

As the number of children experiencing homelessness continues to rise, charities, advocacy groups and opposition politicians are calling for more decisive action to prevent further escalation.",Major concern over pace of child homelessness,irish-register-v3,0,0
