article_id,url_canonical,outlet,published_date,year,month,period,section,is_wire,word_count,category,perplexity_score,radar_score,binoculars_score,fastdetectgpt_score,author_id
24135,https://gript.ie/sleepwalking-towards-a-digital-society-everybodys-shuffling-there-and-nobodys-talking-about-it,gript,2022-12-03,2022,2022-12,post,Comment World,0,2087,counter-consensus,-2.8724844455718994,0.0100214872509241,-0.9930542707443236,-0.8795101642608643,byline_8e4dc278c8
24136,https://gript.ie/factcheck-was-roderic-ogorman-right-to-say-17000-non-ukrainian-refugees-came-here-fleeing-war,gript,2022-12-03,2022,2022-12,post,Comment Ireland|Uncategorised,0,1447,counter-consensus,-2.3532750606536865,0.0074803582392632,-0.9778722524642944,-0.1531704068183899,byline_1293df490f
24137,https://gript.ie/after-the-respect-for-marriage-act-will-the-us-follow-spain-down-the-disrespect-for-marriage-rabbit-hole,gript,2022-12-03,2022,2022-12,post,Comment World,0,970,counter-consensus,-2.920652389526367,0.0072578969411551,-0.984723687171936,-0.0813310369849205,byline_8e4dc278c8
48098,https://gript.ie/western-media-told-me-that-hungary-is-not-free-they-are-wrong,gript,2022-12-03,2022,2022-12,post,Comment World,0,2760,counter-consensus,-3.220308303833008,0.005990991834551,-1.0009721517562866,-1.97344434261322,byline_8e4dc278c8
48099,https://gript.ie/the-balenciaga-scandal-under-the-hood-of-the-woke-machine,gript,2022-12-03,2022,2022-12,post,Comment World,0,862,counter-consensus,-3.3615825176239014,0.0150858573615551,-1.015490174293518,-1.6423604488372805,byline_8e4dc278c8
24134,https://gript.ie/review-tell-your-children-the-truth-about-marijuana-mental-illness-and-violence-by-alex-berenson,gript,2022-12-04,2022,2022-12,post,Comment Ireland,0,1374,counter-consensus,-3.111350774765014,0.0078196171671152,-0.9755595326423644,-0.2641457915306091,byline_8e4dc278c8
48096,https://gript.ie/population-control-abuses-overseas-dont-fit-into-the-us-progressive-narrative,gript,2022-12-04,2022,2022-12,post,Comment World,0,1102,counter-consensus,-2.876890182495117,0.0039590764790773,-1.0491501092910769,-1.3665390014648438,byline_8e4dc278c8
48097,https://gript.ie/colm-meaney-asks-teacher-leave-them-kids-alone,gript,2022-12-04,2022,2022-12,post,Comment Ireland,0,1395,counter-consensus,-2.9252185821533203,0.0297702830284833,-0.9931484460830688,-1.6536848545074463,byline_c2834e15d1
24123,https://gript.ie/east-wall-residents-demand-referendum-on-migrant-centre-as-protest-enters-third-week,gript,2022-12-05,2022,2022-12,post,Irish News|Uncategorised,0,299,counter-consensus,-3.3736157417297363,0.008368344977498,-1.0796293020248413,-1.2158994674682615,byline_3fe01129bb
24124,https://gript.ie/devastating-and-deplorable-presbyterian-church-condemns-abortion-commissioning-in-ni,gript,2022-12-05,2022,2022-12,post,Irish News,0,1403,counter-consensus,-2.8595058917999268,0.0047497330233454,-1.036673665046692,-1.5623254776000977,byline_a64a3e3078
24129,https://gript.ie/irish-times-worries-maybe-the-gaa-isnt-diverse-enough,gript,2022-12-05,2022,2022-12,post,Comment Ireland|Featured|Irish News,0,836,counter-consensus,-2.9925899505615234,0.0118279410526156,-0.9440882205963136,0.7203301191329956,byline_6dcbdbcc6d
24130,https://gript.ie/ireland-moves-to-join-eu-military-force-despite-bleeding-troops,gript,2022-12-05,2022,2022-12,post,Featured|Irish News,0,811,counter-consensus,-2.868945837020874,0.0084435986354947,-1.0124512910842896,-0.9006711840629578,byline_364164320e
24131,https://gript.ie/france-potentially-facing-significant-food-spoilage-due-to-power-cuts,gript,2022-12-05,2022,2022-12,post,Featured|World News,0,479,counter-consensus,-3.009471654891968,0.0131418481469154,-1.0614304542541504,-1.4458391666412354,byline_364164320e
24133,https://gript.ie/balenciaga-drops-25m-lawsuit-against-producers-of-child-porn-document-scandal,gript,2022-12-05,2022,2022-12,post,Featured|World News,0,339,counter-consensus,-2.767201662063598,0.1908594369888305,-0.9852968454360962,0.4720025360584259,byline_81332d2dc7
47003,https://gript.ie/uk-authorities-launch-statutory-inquiry-into-trans-kids-charity-mermaids,gript,2022-12-05,2022,2022-12,post,Featured|World News,0,456,counter-consensus,-3.221987247467041,0.0263736154884099,-1.0600327253341677,-1.4074779748916626,byline_81332d2dc7
48093,https://gript.ie/minister-ogorman-announces-e1-2-million-for-27-lgbtq-groups,gript,2022-12-05,2022,2022-12,post,Irish News,0,247,counter-consensus,-2.444824457168579,0.0074401986785233,-0.9805721044540404,0.9864424467086792,byline_3fe01129bb
48094,https://gript.ie/man-accused-of-raping-woman-in-fermoy-came-to-ireland-two-years-before,gript,2022-12-05,2022,2022-12,post,Irish News,0,494,counter-consensus,-2.5623552799224854,0.0068236514925956,-1.0600656270980835,-1.08366060256958,byline_3fe01129bb
24115,https://gript.ie/germany-14-year-old-girl-knifed-to-death-on-way-to-school,gript,2022-12-06,2022,2022-12,post,Featured|World News,0,289,counter-consensus,-2.548964500427246,0.0424618385732173,-0.9962689876556396,0.3399136960506439,byline_81332d2dc7
24121,https://gript.ie/irelands-population-growing-three-times-faster-than-home-supply-new-report-says,gript,2022-12-06,2022,2022-12,post,Irish News,0,827,counter-consensus,-2.091503858566284,0.0075725996866822,-0.9702619314193726,0.4109172821044922,byline_a64a3e3078
24122,https://gript.ie/fishing-trawlers-say-378-increase-in-electricity-cost-will-unplug-them-from-green-power-system,gript,2022-12-06,2022,2022-12,post,Comment Ireland,0,459,counter-consensus,-2.8813436031341557,0.0178691614419221,-0.9835165143013,0.5756953358650208,byline_87fba59610
24125,https://gript.ie/bmj-covid-19-vaccine-booster-likely-caused-net-clinical-harm-to-18-29-year-olds,gript,2022-12-06,2022,2022-12,post,Featured|World News,0,748,counter-consensus,-2.9133100509643555,0.0134599274024367,-1.009770750999451,-0.8725454807281494,byline_1293df490f
24126,https://gript.ie/adorable-blind-collie-spike-given-a-second-chance-at-life,gript,2022-12-06,2022,2022-12,post,Featured|Irish News,0,274,counter-consensus,-3.1192541122436523,0.0322633348405361,-1.063399076461792,-1.9750714302062988,byline_81332d2dc7
48053,https://gript.ie/3-day-reflection-before-abortion-helps-women-over-100-doctors-nurses-and-hcps-urge-minister-not-to-change-law,gript,2022-12-06,2022,2022-12,post,Featured|Irish News,0,826,counter-consensus,-2.3002991676330566,0.0065574427135288,-1.0076314210891724,-0.8538827300071716,byline_3fe01129bb
48089,https://gript.ie/cso-standard-of-living-has-declined-in-3-of-the-last-4-quarters,gript,2022-12-06,2022,2022-12,post,Featured|Irish News,0,290,counter-consensus,-2.2027359008789062,0.0344265326857566,-0.9288986921310424,1.1446409225463867,byline_364164320e
48090,https://gript.ie/croatia-were-banning-sunday-shopping-to-help-families,gript,2022-12-06,2022,2022-12,post,Comment Ireland|Featured|Irish News,0,777,counter-consensus,-2.995858669281006,0.0147628374397754,-0.9997134804725648,-0.4655804932117462,byline_6dcbdbcc6d
48091,https://gript.ie/are-1-in-10-young-irish-people-really-attempting-suicide,gript,2022-12-06,2022,2022-12,post,Comment Ireland|Featured|Irish News,0,837,counter-consensus,-2.8078324794769287,0.005202401895076,-1.0131893157958984,-1.1248643398284912,byline_6dcbdbcc6d
24108,https://gript.ie/three-arrested-over-suspected-human-smuggling-operation,gript,2022-12-07,2022,2022-12,post,Featured|Irish News,0,306,counter-consensus,-2.831259727478028,0.0558308586478233,-0.9746506214141846,-0.6452184319496155,byline_364164320e
24109,https://gript.ie/the-bizarre-and-scandalous-teni-funding-grant,gript,2022-12-07,2022,2022-12,post,Comment Ireland|Featured|Irish News,0,771,counter-consensus,-2.8388266563415527,0.0186188854277133,-1.0060075521469116,-0.377337783575058,byline_6dcbdbcc6d
24110,https://gript.ie/supreme-court-rules-that-bill-to-ban-pro-life-outreach-at-abortion-facilities-in-ni-is-lawful,gript,2022-12-07,2022,2022-12,post,Irish News,0,672,counter-consensus,-2.579447031021118,0.0061964569613337,-0.9743056297302246,0.1314196586608886,byline_a64a3e3078
24111,https://gript.ie/should-political-private-lives-be-off-limits,gript,2022-12-07,2022,2022-12,post,Comment Ireland|Featured,0,1059,counter-consensus,-3.2328381538391118,0.0086272777989506,-1.003535509109497,-0.5400694012641907,byline_6dcbdbcc6d
24113,https://gript.ie/if-you-arrive-with-no-travel-papers-you-should-be-deported-duh,gript,2022-12-07,2022,2022-12,post,Featured|Irish News,0,1028,counter-consensus,-2.767587184906006,0.0198462754487991,-0.9991921186447144,-0.768790602684021,byline_364164320e
24116,https://gript.ie/fox-hunting-text-messages-reveal-mans-involvement-in-illegal-blood-sport,gript,2022-12-07,2022,2022-12,post,Featured|World News,0,269,counter-consensus,-3.4108893871307373,0.0066346451640129,-1.0611978769302368,-1.3805657625198364,byline_81332d2dc7
24117,https://gript.ie/east-wall-residents-break-contact-with-government-over-new-arrivals-at-accommodation-centre,gript,2022-12-07,2022,2022-12,post,Featured|Irish News,0,450,counter-consensus,-3.310663938522339,0.0098117906600236,-1.0135058164596558,-0.2685108780860901,byline_8eaabdfb13
48085,https://gript.ie/teachers-respond-as-its-revealed-dept-of-education-is-considering-axing-career-breaks,gript,2022-12-07,2022,2022-12,post,Irish News,0,862,counter-consensus,-2.78523063659668,0.0095372488722205,-1.0297662019729614,-1.0696771144866943,byline_a64a3e3078
48086,https://gript.ie/freedom-to-offer-help-in-jeopardy-in-the-uk,gript,2022-12-07,2022,2022-12,post,Uncategorised,0,770,counter-consensus,-2.8736374378204346,0.0110117476433515,-1.0078275203704834,0.4066646099090576,byline_8e4dc278c8
48087,https://gript.ie/as-enoch-burke-languishes-in-jail-are-irelands-contempt-laws-just-too-much,gript,2022-12-07,2022,2022-12,post,Comment Ireland|Featured,0,860,counter-consensus,-3.043619394302368,0.0062210774049162,-1.0375957489013672,-0.9215089082717896,byline_81332d2dc7
24102,https://gript.ie/the-glorious-german-plot-to-restore-the-kaiser,gript,2022-12-08,2022,2022-12,post,Comment World|Featured|World News,0,912,counter-consensus,-3.0359346866607666,0.0082293283194303,-0.9814558029174804,0.0421157553791999,byline_6dcbdbcc6d
24105,https://gript.ie/fuel-far-less-affordable-to-irelands-poor-than-it-was-10-years-ago,gript,2022-12-08,2022,2022-12,post,Featured|Irish News,0,584,counter-consensus,-2.1489646434783936,0.0130970142781734,-1.0414422750473022,-1.0137951374053955,byline_364164320e
24107,https://gript.ie/covid-lockdown-seems-to-have-prematurely-aged-brains-of-teenagers-new-study-suggests,gript,2022-12-08,2022,2022-12,post,World News,0,501,counter-consensus,-2.469776391983032,0.0059090321883559,-1.0077069997787476,-0.6403114199638367,byline_3fe01129bb
48080,https://gript.ie/un-chief-slams-humans-as-a-weapon-of-mass-extinction,gript,2022-12-08,2022,2022-12,post,Featured|World News,0,321,counter-consensus,-2.803682565689087,0.0287730060517787,-0.9788482785224916,0.7553057670593262,byline_364164320e
48081,https://gript.ie/recession-ahoy-collapse-in-u-s-manufacturing-orders-from-china,gript,2022-12-08,2022,2022-12,post,World News,0,522,counter-consensus,-2.951841115951538,0.0354344174265861,-0.9817065596580504,0.9075238704681396,byline_3fe01129bb
48083,https://gript.ie/hse-some-aborted-babies-remains-come-under-waste-disposal-policies,gript,2022-12-08,2022,2022-12,post,Irish News,0,668,counter-consensus,-3.0096147060394287,0.009667188860476,-1.0420721769332886,-2.1401755809783936,byline_3fe01129bb
24097,https://gript.ie/what-are-the-options-for-a-referendum-on-immigration,gript,2022-12-09,2022,2022-12,post,Comment Ireland|Featured|Irish News,0,862,counter-consensus,-2.979201078414917,0.0043593114241957,-0.993415594100952,0.5328158736228943,byline_6dcbdbcc6d
48075,https://gript.ie/minister-refuses-to-confirm-if-asylum-accommodation-planned-for-wealthy-dublin-locations,gript,2022-12-09,2022,2022-12,post,Featured|Irish News,0,235,counter-consensus,-3.257666826248169,0.0090040126815438,-0.9872245192527772,-0.2654132843017578,byline_3fe01129bb
48076,https://gript.ie/heat-or-eat-st-vincent-de-paul-prepare-for-toughest-christmas-in-decades,gript,2022-12-09,2022,2022-12,post,Irish News,0,843,counter-consensus,-2.6905767917633057,0.0168716590851545,-0.9943304061889648,-0.7895603775978088,byline_a64a3e3078
48077,https://gript.ie/global-arms-sales-surging-but-supply-issues-spell-trouble,gript,2022-12-09,2022,2022-12,post,Featured|World News,0,473,counter-consensus,-2.572157621383667,0.0709083825349807,-0.978335976600647,0.6111813187599182,byline_364164320e
48078,https://gript.ie/colm-meaney-my-day-at-the-free-speech-rally-in-dublin,gript,2022-12-09,2022,2022-12,post,Comment Ireland,0,784,counter-consensus,-3.181868553161621,0.0074705439619719,-0.9983595609664916,-0.994755208492279,byline_c2834e15d1
48058,https://gript.ie/women-brought-to-east-wall-migrant-centre-say-men-watching-them-in-communal-shower,gript,2022-12-10,2022,2022-12,post,Featured|Irish News,0,873,counter-consensus,-3.030109167098999,0.0161737725138664,-0.9940492510795592,-0.6367215514183044,byline_3fe01129bb
48067,https://gript.ie/yulefest-kilkenny-kilkennys-christmas-festival-presents-a-special-photographic-exhibition-in-stathams-cafe-at-pembroke-kilkenny,gript,2022-12-10,2022,2022-12,post,Irish News,0,568,counter-consensus,-2.6643316745758057,0.0213179644197225,-1.0496665239334106,-1.6835054159164429,byline_3fe01129bb
48069,https://gript.ie/the-unsung-pro-family-heroes-of-eastern-europe,gript,2022-12-10,2022,2022-12,post,Comment World,0,1020,counter-consensus,-3.226892232894897,0.0067517650313675,-1.0296711921691897,-2.19148588180542,byline_8e4dc278c8
48071,https://gript.ie/canadas-government-should-help-canadians-live-not-help-kill-them,gript,2022-12-10,2022,2022-12,post,Comment Ireland,0,730,counter-consensus,-2.8844900131225586,0.0063892141915857,-0.9940773844718932,-1.1383841037750244,byline_8e4dc278c8
48072,https://gript.ie/an-unamended-water-abstraction-bill-will-give-the-minister-the-whip-hand-over-farmers-carol-nolan,gript,2022-12-10,2022,2022-12,post,Irish News,0,368,counter-consensus,-2.981870412826538,0.0074344016611576,-1.0747565031051636,-1.8803631067276,byline_3fe01129bb
24093,https://gript.ie/more-hope-of-spotting-a-white-whale-than-a-fuel-subsidy-scheme-for-the-fishing-sector-michael-collins,gript,2022-12-11,2022,2022-12,post,Irish News,0,385,counter-consensus,-2.87170958518982,0.0037044854834675,-0.976152777671814,0.7939314842224121,byline_3fe01129bb
24094,https://gript.ie/french-pro-choice-politicians-try-to-bypass-the-people-to-amend-the-constitution,gript,2022-12-11,2022,2022-12,post,Comment World,0,738,counter-consensus,-2.737586975097656,0.0080757467076182,-0.9834103584289552,-1.015961527824402,byline_8e4dc278c8
24096,https://gript.ie/8-times-c-s-lewis-displayed-brilliant-political-commentary-in-the-chronicles-of-narnia,gript,2022-12-11,2022,2022-12,post,Culture,0,2064,counter-consensus,-3.0301647186279297,0.0122819207608699,-1.0145527124404907,-1.7162522077560425,byline_8e4dc278c8
48059,https://gript.ie/where-is-the-inquiry-into-the-quite-incredible-rise-in-excess-deaths,gript,2022-12-11,2022,2022-12,post,Comment Ireland,0,1201,counter-consensus,-3.0719425678253174,0.0058331014588475,-0.991291344165802,-0.9499786496162416,byline_1293df490f
24067,https://gript.ie/canadian-paralympian-asks-for-stairlift-is-offered-assisted-suicide-instead,gript,2022-12-12,2022,2022-12,post,Comment World,0,1379,counter-consensus,-3.0652544498443604,0.007548086810857,-1.0627596378326416,-2.625752210617065,byline_a64a3e3078
24086,https://gript.ie/ukraine-war-may-go-horribly-wrong-says-nato-chief,gript,2022-12-12,2022,2022-12,post,Featured|World News,0,491,counter-consensus,-2.468391895294189,0.0225914232432842,-0.9708552360534668,0.0678723976016044,byline_364164320e
24089,https://gript.ie/jk-rowling-opens-up-women-only-shelter-for-survivors-of-sexual-violence,gript,2022-12-12,2022,2022-12,post,Featured|World News,0,291,counter-consensus,-3.19521164894104,0.0090669188648462,-1.0575213432312012,-1.3544639348983765,byline_81332d2dc7
48063,https://gript.ie/eu-parliament-vice-president-arrested-on-corruption-charges,gript,2022-12-12,2022,2022-12,post,Featured|World News,0,294,counter-consensus,-2.6679396629333496,0.1877125054597854,-0.9504624605178832,1.2198258638381958,byline_364164320e
48064,https://gript.ie/dublin-parents-frustrated-at-lack-of-gov-action-over-loss-of-three-subjects,gript,2022-12-12,2022,2022-12,post,Featured|Irish News,0,371,counter-consensus,-3.12829065322876,0.0376388020813465,-1.0256003141403198,-0.8838856816291809,byline_81332d2dc7
48066,https://gript.ie/2022-ends-with-the-housing-crisis-intact,gript,2022-12-12,2022,2022-12,post,Comment Ireland|Featured,0,1067,counter-consensus,-2.962627649307251,0.0062142862007021,-1.0173074007034302,-0.7435920834541321,byline_8eaabdfb13
24081,https://gript.ie/new-zealand-outlaws-tobacco-for-future-generations,gript,2022-12-13,2022,2022-12,post,Featured|World News,0,368,counter-consensus,-2.4177634716033936,0.0077509810216724,-0.9338894486427308,1.3490712642669678,byline_364164320e
24082,https://gript.ie/martins-disgraceful-proposal-varadkars-law,gript,2022-12-13,2022,2022-12,post,Comment Ireland|Featured|Irish News,0,907,counter-consensus,-2.9896812438964844,0.0081620151177048,-0.9803264737129213,-1.3555195331573486,byline_6dcbdbcc6d
24083,https://gript.ie/eu-and-iea-warn-of-potential-energy-shortages-next-winter,gript,2022-12-13,2022,2022-12,post,Featured|World News,0,488,counter-consensus,-2.63672137260437,0.0099196666851639,-1.0057400465011597,0.5127543807029724,byline_81332d2dc7
48050,https://gript.ie/does-newstalks-claim-that-climate-change-induced-extreme-weather-is-causing-increased-deaths-in-ireland-stand-up,gript,2022-12-13,2022,2022-12,post,Comment Ireland,0,1416,counter-consensus,-2.7168030738830566,0.016119509935379,-1.009755253791809,-0.938936710357666,byline_d3a0ca4261
48054,https://gript.ie/review-bullshit-jobs-the-rise-of-pointless-work-and-what-we-can-do-about-it-by-david-graeber,gript,2022-12-13,2022,2022-12,post,Comment World,0,1006,counter-consensus,-3.322478771209717,0.010349117219448,-1.0259770154953003,-4.26191520690918,byline_8e4dc278c8
48055,https://gript.ie/gambling-bill-provides-another-outlet-for-the-new-puritans,gript,2022-12-13,2022,2022-12,post,Comment Ireland|Featured,0,1279,counter-consensus,-3.0913991928100586,0.0176770910620689,-1.0213614702224731,-0.9960344433784484,byline_8eaabdfb13
48056,https://gript.ie/deputy-michael-collins-demands-government-blocks-norway-from-taking-our-fish-stocks,gript,2022-12-13,2022,2022-12,post,Irish News,0,678,counter-consensus,-3.078704833984375,0.0064167859964072,-1.0029088258743286,-0.9747613072395324,byline_3fe01129bb
24070,https://gript.ie/watch-well-keep-going-until-they-listen-east-wall-residents-stop-city-traffic-again,gript,2022-12-14,2022,2022-12,post,Featured|Irish News,0,471,counter-consensus,-3.1402335166931152,0.0055209388956427,-1.0527125597000122,-1.9656298160552976,byline_3fe01129bb
24071,https://gript.ie/watch-unsustainable-immigration-pushing-us-toward-the-tipping-point-of-catastrophe-carol-nolan,gript,2022-12-14,2022,2022-12,post,Irish News,0,722,counter-consensus,-2.931924819946289,0.0083982879295945,-1.0322256088256836,-0.6098456382751465,byline_3fe01129bb
24072,https://gript.ie/the-twitter-files-my-paranoia-has-been-vindicated,gript,2022-12-14,2022,2022-12,post,Comment World,0,890,counter-consensus,-3.4770755767822266,0.0058549433015286,-1.0060336589813232,-0.9576339721679688,byline_8e4dc278c8
24073,https://gript.ie/suitcase-full-of-cash-eu-corruption-scandal-continues-to-unfold,gript,2022-12-14,2022,2022-12,post,Featured|World News,0,306,counter-consensus,-2.480793237686157,0.0182051043957471,-0.9346827864646912,0.9704034328460692,byline_364164320e
24074,https://gript.ie/helens-13-the-mysterious-case-of-the-missing-migrants,gript,2022-12-14,2022,2022-12,post,Comment Ireland|Featured|Irish News,0,884,counter-consensus,-2.970868825912476,0.0078451298177242,-0.9779860377311708,-0.0455083400011062,byline_6dcbdbcc6d
24075,https://gript.ie/give-your-kids-books-for-christmas-2,gript,2022-12-14,2022,2022-12,post,Lifestyle Entertainment,0,943,counter-consensus,-3.022403717041016,0.0228259321302175,-0.9586658477783204,-0.105341263115406,byline_8e4dc278c8
24076,https://gript.ie/florida-gov-desantis-calls-for-statewide-investigation-into-covid-vaccines,gript,2022-12-14,2022,2022-12,post,Featured|World News,0,439,counter-consensus,-2.9835965633392334,0.0315749086439609,-1.0235490798950195,-0.481647789478302,byline_81332d2dc7
24077,https://gript.ie/elon-musk-slams-trend-to-force-pronouns-on-others,gript,2022-12-14,2022,2022-12,post,World News,0,526,counter-consensus,-3.10054874420166,0.0232679527252912,-1.086335301399231,-3.603183269500733,byline_87fba59610
24078,https://gript.ie/big-fall-in-number-of-children-in-ireland-report-shows,gript,2022-12-14,2022,2022-12,post,Irish News,0,419,counter-consensus,-2.083334922790528,0.0065568876452744,-1.0440160036087036,-1.0924646854400637,byline_87fba59610
48046,https://gript.ie/taoiseach-fears-assisted-suicide-would-create-indirect-pressure-on-older-people,gript,2022-12-14,2022,2022-12,post,Irish News,0,921,counter-consensus,-2.79528546333313,0.0086511932313442,-1.0012404918670654,-0.6842769980430603,byline_a64a3e3078
48047,https://gript.ie/large-crowds-brave-freezing-cold-to-protest-ae-crisis,gript,2022-12-14,2022,2022-12,post,Irish News,0,710,counter-consensus,-3.008662223815918,0.0076616937294602,-1.053957462310791,-2.4190433025360107,byline_a64a3e3078
48048,https://gript.ie/gov-of-namibia-invites-germans-to-escape-the-cold-through-new-visa-program,gript,2022-12-14,2022,2022-12,post,Featured|World News,0,331,counter-consensus,-3.319809913635254,0.0099888704717159,-1.0955339670181274,-1.8369457721710205,byline_81332d2dc7
48049,https://gript.ie/finally-some-good-news-for-irish-motorists-as-diesel-and-petrol-prices-drop-by-10-5,gript,2022-12-14,2022,2022-12,post,Irish News,0,409,counter-consensus,-2.3553178310394287,0.0233484040945768,-1.0595903396606443,-1.175997972488403,byline_a64a3e3078
48051,https://gript.ie/cork-mechanics-christmas-act-of-kindness-goes-viral,gript,2022-12-14,2022,2022-12,post,Irish News,0,1016,counter-consensus,-3.0310375690460205,0.0087261460721492,-1.0132312774658203,-1.996078372001648,byline_a64a3e3078
48052,https://gript.ie/cambridge-dictionarys-new-definition-of-woman-is-ludicrous,gript,2022-12-14,2022,2022-12,post,Comment World|Featured,0,674,counter-consensus,-2.6960549354553223,0.0108901578933,-1.0247172117233276,-1.2522540092468262,byline_364164320e
24056,https://gript.ie/theres-people-coming-here-and-being-put-up-in-hotels-im-out-in-sub-zero-temperatures,gript,2022-12-15,2022,2022-12,post,Irish News,0,421,counter-consensus,-3.165838718414306,0.0060270917601883,-0.9985009431838988,-0.6437375545501709,byline_3fe01129bb
24057,https://gript.ie/the-states-festive-enoch-cruelty,gript,2022-12-15,2022,2022-12,post,Comment Ireland|Featured|Irish News,0,919,counter-consensus,-2.929115056991577,0.0082428697496652,-1.0348410606384275,-1.1267576217651367,byline_6dcbdbcc6d
24059,https://gript.ie/political-propaganda-disguised-as-academic-comment-seeks-to-shut-down-immigration-concerns,gript,2022-12-15,2022,2022-12,post,Comment Ireland|Featured,0,885,counter-consensus,-3.431619644165039,0.008620873093605,-1.0144020318984983,-1.5438681840896606,byline_8eaabdfb13
